学生姓名,生源地,毕业去向,就业单位名称/征兵办名称/项目名称/创业单位名称/升学院校名称/境外单位名称,单位/征兵办/项目/院校所属地区,单位/征兵办/项目/院校所属地区.1,岗位名称/专业名称/工作内容,职业类型,薪酬,签约时间/入伍时间/创业时间/就业时间/入学、入职时间,专业与就业相关度,院系,专业名称,学历
,广东省广州市海珠区,签劳动合同形式就业,广州红蜓公社艺术品有限公司,广东省广州市越秀区,广东省广州市越秀区,设计助理,其他专业技术人员,3000.0,2021-08-05,匹配,艺术设计学院,艺术设计-2年制,专科
,广东省梅州市五华县,签劳动合同形式就业,百胜餐饮（深圳）有限公司,广东省深圳市宝安区,广东省深圳市宝安区,储备经理,商业和服务业人员,4700.0,2021-07-28,一般匹配,信息学院,计算机应用技术（网络）,专科
,广东省梅州市大埔县,自由职业,,广东省深圳市罗湖区,广东省深圳市罗湖区,家教,教学人员,4000.0,2021-06-01,一般匹配,音乐舞蹈学院,舞蹈表演,专科
,广东省湛江市雷州市,其他录用形式就业,广州狼码教育科技有限公司,广东省广州市天河区,广东省广州市天河区,web前端开发工程师,工程技术人员,3500.0,2020-12-01,很匹配,信息学院,计算机应用技术移动应用方向（现代学徒制）,专科
,广东省佛山市,待就业,,,,,,,,,外语外贸学院,旅游英语,专科
,广东省佛山市南海区,境内升学,广州华商学院,广东省广州市增城区,广东省广州市增城区,市场营销,其他人员,,2021-09-01,,公共管理学院,人力资源管理,专科
,河南省洛阳市洛宁县,签就业协议形式就业,诚伯信息有限公司,广东省广州市越秀区,广东省广州市越秀区,韩语游戏客服,其他人员,4500.0,2021-01-09,比较匹配,外语外贸学院,应用韩语,专科
,广东省揭阳市普宁市,签就业协议形式就业,深圳市龙岗区横岗街道成龙幼儿园,广东省深圳市龙岗区,广东省深圳市龙岗区,园长助理,教学人员,4000.0,2021-03-01,很匹配,学前教育学院,早期教育,专科
,广东省佛山市南海区,签就业协议形式就业,佛山市简格建材贸易有限公司,广东省佛山市南海区,广东省佛山市南海区,美工,其他人员,3500.0,2021-04-15,匹配,信息学院,计算机应用技术（移动应用）,专科
,广东省河源市源城区,自主创业,广州兔子庄园农业有限公司,广东省广州市天河区,广东省广州市天河区,,商业和服务业人员,4000.0,2021-12-15,一般匹配,艺术设计学院,产品艺术设计,专科
,广东省佛山市南海区,境内升学,广东技术师范大学,广东省广州市白云区,广东省广州市白云区,学前教育,其他人员,,2021-08-27,,学前教育学院,学前教育,专科
,广东省揭阳市揭西县,签就业协议形式就业,广州市振祥智能设备有限公司,广东省广州市番禺区,广东省广州市番禺区,外贸业务员,经济业务人员,4000.0,2021-04-27,匹配,外语外贸学院,商务英语,专科
,广东省汕尾市陆丰市,境内升学,广东财经大学,广东省广州市海珠区,广东省广州市海珠区,行政管理,其他人员,,2021-09-08,,公共管理学院,人力资源管理,专科
,广东省惠州市博罗县,签就业协议形式就业,佛山市珀轩家具有限公司,广东省佛山市顺德区,广东省佛山市顺德区,业务跟单,商业和服务业人员,2500.0,2021-03-01,一般匹配,学前教育学院,早期教育,专科
,广东省广州市增城区,签劳动合同形式就业,广州斯傲广告策划有限公司,广东省广州市天河区,广东省广州市天河区,设计助理,其他人员,2500.0,2021-04-14,匹配,艺术设计学院,艺术设计,专科
,广东省河源市源城区,签就业协议形式就业,百胜餐饮（广东）有限公司河源越王大道必胜客餐厅,广东省河源市,广东省河源市,人事专员,商业和服务业人员,2000.0,2020-11-20,匹配,公共管理学院,人力资源管理,专科
,广东省茂名市信宜市,签劳动合同形式就业,广州钱柜物联科技有限公司,广东省广州市南沙区,广东省广州市南沙区,web前端工程师,工程技术人员,4000.0,2021-08-01,匹配,信息学院,计算机应用技术（移动应用）,专科
,广东省广州市从化区,境内升学,韩山师范学院,广东省潮州市湘桥区,广东省潮州市湘桥区,英语教育,其他人员,,2021-08-31,,基础教育学院,英语教育,专科
,广东省潮州市潮安区,签就业协议形式就业,潮州市枫溪区贤星陶瓷厂,广东省潮州市,广东省潮州市,公务员,其他人员,5000.0,2021-03-01,不匹配,艺术教育学院,音乐教育-5年制,专科
,广东省揭阳市榕城区,签就业协议形式就业,揭阳空港区雅成塑胶有限公司,广东省揭阳市榕城区,广东省揭阳市榕城区,市场文员,办事人员和有关人员,3000.0,2021-04-19,一般匹配,基础教育学院,英语教育-5年制,专科
,广东省揭阳市揭西县,其他录用形式就业,揭西县河婆米啦索琴行,广东省揭阳市揭西县,广东省揭阳市揭西县,启蒙、钢琴老师,教学人员,3000.0,2021-03-09,匹配,艺术教育学院,音乐教育-5年制,专科
,广东省广州市荔湾区,境内升学,广东第二师范学院,广东省广州市海珠区,广东省广州市海珠区,学前教育,其他人员,,2021-09-04,,学前教育学院,学前教育-2年制,专科
,广东省揭阳市普宁市,签就业协议形式就业,广州海贝尔电子商务有限公司,广东省广州市天河区,广东省广州市天河区,亚马逊运营,其他人员,4500.0,2021-03-23,匹配,外语外贸学院,商务英语,专科
,广东省揭阳市普宁市,签就业协议形式就业,深圳市冠名诚科技有限公司,广东省深圳市龙华区,广东省深圳市龙华区,业务员,商业和服务业人员,5500.0,2021-05-10,比较匹配,外语外贸学院,商务英语,专科
,四川省巴中市恩阳区,其他录用形式就业,广州嘉目文化传播有限公司,广东省广州市天河区,广东省广州市天河区,ue美术,其他专业技术人员,4500.0,2021-05-17,比较匹配,艺术设计学院,影视动画-2年制,专科
,广东省肇庆市怀集县,签就业协议形式就业,佛山市南海区桂城湘雨教育咨询服务中心,广东省佛山市南海区,广东省佛山市南海区,体验课老师,教学人员,3300.0,2021-03-01,匹配,学前教育学院,学前教育-2年制,专科
,广东省惠州市惠东县,其他录用形式就业,中原（中国）房地产代理有限公司,广东省广州市天河区,广东省广州市天河区,销售,其他人员,3000.0,2021-03-10,不匹配,信息学院,计算机应用技术（云计算运维）-2年制,专科
,广东省东莞市,境内升学,广州应用科技学院,广东省广州市增城区,广东省广州市增城区,视觉传达设计,其他人员,,2021-08-29,,艺术设计学院,产品艺术设计,专科
,广东省佛山市南海区,境内升学,湛江科技学院,广东省湛江市麻章区,广东省湛江市麻章区,汉语国际教育,其他人员,,2021-09-04,,公共管理学院,文秘,专科
,广东省茂名市茂南区,签劳动合同形式就业,广州盛创文化发展有限公司,广东省广州市海珠区,广东省广州市海珠区,速卖通运营,经济业务人员,4500.0,2021-05-06,一般匹配,外语外贸学院,应用英语,专科
,广东省汕头市潮阳区,签劳动合同形式就业,广州市番禺区钟村街祈福倚湖湾幼儿园,广东省广州市番禺区,广东省广州市番禺区,副班教师,教学人员,5500.0,2021-09-01,很匹配,学前教育学院,早期教育,专科
,广东省梅州市梅江区,签就业协议形式就业,广州市米印坊文化用品有限责任公司,广东省广州市越秀区,广东省广州市越秀区,外贸业务员,经济业务人员,5000.0,2021-03-08,很匹配,外语外贸学院,国际贸易实务,专科
,广东省湛江市坡头区,境内升学,广州华商学院,广东省广州市增城区,广东省广州市增城区,汉语言文学,其他人员,,2021-09-01,,基础教育学院,语文教育,专科
,广东省韶关市新丰县,暂不就业,,,,,,,,,学前教育学院,学前教育,专科
,广东省揭阳市普宁市,签劳动合同形式就业,广州亚阳贸易咨询有限公司,广东省广州市天河区,广东省广州市天河区,外贸设计员,其他专业技术人员,3500.0,2021-03-15,匹配,艺术设计学院,艺术设计-2年制,专科
,广东省清远市英德市,签就业协议形式就业,百胜餐饮（广东）有限公司棠德南路餐厅,广东省广州市天河区,广东省广州市天河区,负责儿童区以及儿童餐会设计与组织,其他人员,3000.0,2021-02-28,比较匹配,学前教育学院,学前教育-2年制,专科
,广东省东莞市,其他录用形式就业,东莞市黄江智衡培训中心有限公司,广东省东莞市,广东省东莞市,英语教师,教学人员,3700.0,2020-12-05,一般匹配,外语外贸学院,商务英语,专科
,江西省赣州市,其他录用形式就业,广州市学罡教育咨询服务有限公司,广东省广州市天河区,广东省广州市天河区,教学老师（班主任）,教学人员,3500.0,2021-03-06,比较匹配,基础教育学院,英语教育-5年制,专科
,广东省茂名市化州市,境内升学,广州应用科技学院,广东省广州市增城区,广东省广州市增城区,市场营销,其他人员,,2021-09-01,,外语外贸学院,商务英语,专科
,广东省汕头市潮南区,其他录用形式就业,广州秋田信息科技有限公司,广东省广州市天河区,广东省广州市天河区,设计助理,其他人员,2800.0,2020-12-23,一般匹配,信息学院,数字媒体应用技术（游戏动画）,专科
,广东省深圳市宝安区,境内升学,广州商学院,广东省广州市黄埔区,广东省广州市黄埔区,商务英语（中英双语创新班）,其他人员,,2021-09-25,,基础教育学院,英语教育-5年制,专科
,广东省广州市天河区,境内升学,珠海科技学院,广东省珠海市金湾区,广东省珠海市金湾区,音乐学,其他人员,,2021-09-04,,音乐舞蹈学院,表演艺术-5年制,专科
,广东省广州市海珠区,签劳动合同形式就业,广州市红色传承教育科技有限公司,广东省广州市,广东省广州市,教师,教学人员,3500.0,2021-04-18,很匹配,学前教育学院,学前教育-2年制,专科
,广东省汕头市,签劳动合同形式就业,广东省公安厅幼儿院,广东省广州市越秀区,广东省广州市越秀区,教师,教学人员,5500.0,2021-09-01,很匹配,学前教育学院,学前教育-2年制,专科
,广东省清远市连南瑶族自治县,签就业协议形式就业,连南瑶族自治县瑶优品电子商务有限公司,广东省清远市连南瑶族自治县,广东省清远市连南瑶族自治县,文员,商业和服务业人员,2600.0,2021-07-24,不匹配,艺术教育学院,舞蹈教育-5年制,专科
,广东省广州市海珠区,境内升学,广州南方学院,广东省广州市从化区,广东省广州市从化区,国际经济与贸易,其他人员,,2021-08-27,,外语外贸学院,旅游英语,专科
,广东省肇庆市怀集县,境内升学,湛江科技学院,广东省湛江市麻章区,广东省湛江市麻章区,汉语国际教育,其他人员,,2023-09-07,比较匹配,艺术设计学院,玉器设计与工艺,专科
,广东省广州市,签就业协议形式就业,广州乔顿教育信息咨询有限公司,广东省广州市天河区,广东省广州市天河区,教师,教学人员,3000.0,2021-04-15,一般匹配,外语外贸学院,电子商务,专科
,广东省韶关市乳源瑶族自治县,境内升学,韩山师范学院,广东省潮州市湘桥区,广东省潮州市湘桥区,小学教育,其他人员,,2021-09-01,,基础教育学院,小学教育,专科
,广东省汕头市金平区,签劳动合同形式就业,广州每联包装科技有限公司,广东省广州市白云区,广东省广州市白云区,运营助理,其他人员,4500.0,2020-12-08,比较匹配,外语外贸学院,电子商务,专科
,广东省茂名市,境内升学,广州理工学院,广东省广州市白云区,广东省广州市白云区,英语,其他人员,,2021-08-28,,外语外贸学院,应用英语,专科
,广东省湛江市遂溪县,签劳动合同形式就业,万户候国际旅行社有限公司广州分公司,广东省广州市,广东省广州市,旅游咨询师,其他人员,4500.0,2021-03-01,很匹配,外语外贸学院,旅游英语,专科
,广东省肇庆市四会市,其他录用形式就业,广州学求易教育咨询有限公司,广东省广州市天河区,广东省广州市天河区,招聘专员,办事人员和有关人员,2000.0,2021-06-01,一般匹配,外语外贸学院,商务英语,专科
,广东省湛江市遂溪县,境内升学,广州华商学院,广东省广州市增城区,广东省广州市增城区,汉语言文学,其他人员,,2021-09-01,,基础教育学院,语文教育,专科
